Angle,Front_to_Rear,Head_On,Sideswipe_Same_Dir,Sideswipe_Opp_Dir,Parked_Veh,Rear_to_Side,Rear_to_Rear,Single_Veh,Sev_1,Sev_2,Sev_3,Sev_4,Sev_5,Severe
2,47,0,12,0,3,0,0,20,58,14,10,2,0,12
0,31,0,11,0,0,0,0,25,50,9,5,3,0,8
0,60,0,16,1,2,0,0,30,82,19,6,1,1,8
2,47,0,11,0,0,0,0,32,69,19,3,0,1,4
0,74,1,17,1,0,0,0,22,92,15,7,1,0,8
2,80,0,12,0,0,0,0,33,97,21,9,0,0,9
1,16,1,2,0,1,0,0,9,24,3,3,0,0,3
4,31,0,44,0,2,0,0,60,121,12,8,0,0,8
0,17,0,23,0,2,0,0,56,79,12,6,1,0,7
6,8,0,21,0,0,0,0,37,53,10,9,0,0,9
3,4,0,3,0,0,0,0,13,17,2,4,0,0,4
0,1,1,1,0,0,0,0,7,5,3,1,0,1,2
0,7,0,6,0,0,0,0,6,15,2,2,0,0,2
0,5,0,7,0,0,0,0,19,25,5,1,0,0,1
3,5,1,5,1,0,0,0,16,22,7,1,0,1,2
3,25,0,28,0,0,0,0,62,82,19,17,0,0,17
1,21,0,17,0,2,1,0,69,83,14,8,6,0,14
7,103,0,26,0,4,0,0,162,235,40,23,2,2,27
0,50,0,13,0,0,0,0,54,90,15,10,2,0,12
2,26,2,13,0,1,0,0,50,69,15,6,3,1,10
1,12,0,17,0,1,0,0,38,53,8,7,1,0,8
1,2,0,5,0,0,0,0,6,13,0,1,0,0,1
0,3,0,2,0,0,0,0,10,10,4,1,0,0,1
0,9,0,10,0,0,0,0,40,43,11,2,3,0,5
3,21,0,6,0,0,0,0,43,50,12,9,2,0,11
1,5,0,6,0,1,0,0,39,39,7,4,1,1,6
0,3,0,1,0,0,0,0,2,4,1,1,0,0,1
0,3,0,3,0,0,0,0,24,21,4,3,2,0,5
0,3,0,2,0,0,0,0,35,29,4,5,1,1,7
1,6,0,4,0,0,0,0,49,45,3,8,4,0,12
0,2,0,2,0,1,0,0,52,43,2,8,2,2,12
1,2,0,2,1,0,0,0,6,10,0,2,0,0,2
0,0,0,3,0,0,0,0,4,5,2,0,0,0,0
0,1,0,0,0,0,0,0,1,2,0,0,0,0,0
0,0,0,0,0,0,0,0,5,2,2,1,0,0,1
1,2,0,3,0,0,0,0,7,10,1,1,1,0,2
0,12,0,8,0,1,0,0,28,38,6,5,0,0,5
0,7,0,5,0,0,0,0,24,33,2,1,0,0,1
1,12,0,7,1,1,0,0,34,40,11,4,1,0,5
0,1,0,2,0,0,0,0,3,5,1,0,0,0,0
0,3,0,2,0,2,0,0,14,16,2,2,1,0,3
0,5,0,1,0,0,0,0,6,10,1,0,0,1,1
2,24,0,6,1,1,0,1,30,50,4,8,3,0,11
0,0,0,2,0,0,0,0,1,3,0,0,0,0,0
0,3,1,6,0,0,0,0,17,22,1,2,2,0,4
0,4,0,2,0,1,0,0,6,10,0,3,0,0,3
0,0,0,1,0,0,1,0,3,3,0,1,0,1,2
0,1,0,2,0,3,0,0,40,37,4,3,2,0,5
0,0,0,0,0,0,0,0,6,6,0,0,0,0,0
0,0,0,1,0,0,0,0,3,4,0,0,0,0,0
0,9,0,6,0,0,0,0,26,30,7,3,1,0,4
0,4,1,2,0,2,0,0,28,27,6,2,1,1,4
0,1,0,1,0,0,0,0,6,8,0,0,0,0,0
0,5,0,3,0,0,0,0,42,44,2,3,1,0,4
1,11,0,26,0,0,0,0,94,91,27,10,2,2,14
0,7,0,4,0,1,0,0,28,30,5,4,1,0,5
5,33,0,18,0,5,0,0,108,131,19,11,5,3,19
1,11,0,5,0,1,0,0,56,60,6,7,1,0,8
0,1,0,1,0,0,0,0,3,3,1,1,0,0,1
0,5,0,4,0,1,0,0,41,37,10,2,1,1,4
2,8,0,7,0,0,0,0,72,67,10,10,2,0,12
0,1,0,0,0,0,0,0,5,4,1,1,0,0,1
0,3,0,3,1,0,0,0,26,25,3,2,2,1,5
1,5,1,8,0,1,0,0,90,83,12,7,3,1,11
0,2,0,4,0,0,0,0,19,20,2,2,1,0,3
2,23,0,14,0,4,0,0,81,95,10,11,5,3,19
2,3,0,1,0,0,0,0,18,13,7,1,3,0,4
4,10,0,10,0,1,1,0,58,59,16,5,4,0,9
2,7,0,8,0,1,0,0,69,58,18,9,2,0,11
0,4,0,3,0,0,0,0,26,27,2,3,1,0,4
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2,21,0,7,0,0,0,0,82,85,13,10,2,2,14
2,10,1,8,1,0,0,0,48,55,4,7,4,0,11
1,5,0,10,1,0,1,0,38,43,5,6,2,0,8
0,3,0,6,1,1,0,0,32,32,3,3,4,1,8
1,5,0,4,1,1,0,0,65,51,9,16,1,0,17
0,1,0,2,0,0,0,0,6,5,2,1,1,0,2
0,4,0,4,0,0,0,0,29,30,2,3,0,2,5
1,2,0,4,1,0,0,0,35,28,7,3,3,2,8
1,7,0,4,0,1,0,0,62,54,8,7,6,0,13
0,5,0,8,0,0,0,0,40,36,11,4,1,1,6
2,14,1,14,1,3,0,0,83,81,16,13,5,3,21
0,2,0,4,0,0,0,0,39,27,9,4,3,2,9
0,15,0,7,0,1,0,0,77,68,13,9,9,1,19
0,7,0,3,0,0,0,0,28,26,2,4,6,0,10
0,18,0,12,0,3,0,0,71,75,13,9,6,1,16
2,1,0,0,0,0,0,0,11,12,2,0,0,0,0
0,2,0,3,0,0,0,0,23,23,1,3,1,0,4
0,7,0,3,0,2,0,0,37,38,5,4,2,0,6
1,16,0,11,0,2,0,0,56,60,15,7,4,0,11
1,16,0,14,0,2,0,0,77,94,10,5,1,0,6
0,0,0,0,0,0,0,0,4,4,0,0,0,0,0
1,2,0,3,0,0,0,0,16,19,3,0,0,0,0
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
0,2,0,2,0,0,0,0,8,9,1,1,1,0,2
1,14,0,4,0,0,0,0,52,53,7,8,2,1,11
1,8,1,5,0,2,0,0,60,62,9,3,3,0,6
3,9,0,6,0,0,0,0,57,54,9,7,5,0,12
0,2,0,1,1,0,0,0,7,11,0,0,0,0,0
2,9,0,5,0,1,0,0,54,52,12,4,2,1,7
0,1,0,4,0,0,0,0,16,16,3,2,0,0,2
3,9,0,25,0,1,0,0,118,124,20,9,3,0,12
1,1,1,2,0,0,0,0,13,15,1,1,1,0,2
0,3,0,1,0,0,0,0,6,6,2,2,0,0,2
0,2,0,2,0,1,0,0,18,14,7,2,0,0,2
2,3,0,2,0,0,0,0,14,16,3,2,0,0,2
6,15,0,36,1,0,0,0,64,84,16,14,8,0,22
2,0,0,2,0,0,0,0,3,3,3,0,1,0,1
0,2,0,4,0,0,0,0,17,18,3,2,0,0,2
4,4,1,9,1,1,0,0,6,23,2,1,0,0,1
2,15,0,13,1,1,0,0,33,54,3,8,0,0,8
2,1,0,2,0,1,0,0,12,14,3,1,0,0,1
9,19,0,18,0,1,0,0,55,75,16,8,3,0,11
0,3,0,4,0,0,0,0,3,8,2,0,0,0,0
0,2,0,4,0,0,0,0,8,11,2,1,0,0,1
7,16,1,21,0,0,0,0,40,59,13,10,3,0,13
2,3,0,8,0,0,0,0,17,18,9,3,0,0,3
1,6,0,8,0,0,0,0,9,16,6,1,1,0,2
14,97,2,56,0,4,0,0,147,224,54,34,8,0,42
5,5,3,11,0,0,0,0,10,23,6,5,0,0,5
2,10,0,5,0,0,0,0,20,28,3,6,0,0,6
3,7,1,8,0,1,0,0,22,30,6,6,0,0,6
4,2,0,6,0,0,0,0,8,14,5,1,0,0,1
2,29,1,19,1,0,1,0,38,67,11,9,3,1,13
13,42,0,49,0,0,1,0,60,117,24,17,7,0,24
3,23,0,9,1,1,0,1,27,49,11,5,0,0,5
4,14,1,5,0,0,0,0,11,24,7,2,2,0,4
13,163,1,35,1,0,0,0,110,229,63,26,3,2,31
7,56,1,20,1,0,0,0,49,88,29,13,4,0,17
7,175,1,26,0,0,0,1,58,193,47,24,2,2,28
4,240,0,29,0,2,0,0,45,213,69,31,6,1,38
7,123,1,24,0,2,0,0,52,155,35,14,5,0,19
2,13,0,6,0,0,0,0,7,19,5,4,0,0,4
5,277,0,94,0,3,0,0,113,341,92,52,6,1,59
7,212,1,46,0,1,0,0,62,210,72,40,6,1,47
2,64,0,16,0,1,0,0,23,77,23,4,2,0,6
2,146,2,25,0,2,0,0,46,148,52,21,2,0,23
9,210,2,54,1,1,0,0,81,261,65,27,5,0,32
3,134,3,46,0,1,0,0,37,165,44,13,2,0,15
0,153,0,35,1,0,0,0,46,184,37,14,0,0,14
7,310,0,44,0,0,0,0,39,278,94,27,1,0,28
13,382,1,54,0,0,0,0,61,386,103,19,2,1,22
7,437,1,65,0,0,0,0,69,425,125,26,3,0,29
0,111,0,15,0,0,0,0,11,107,23,6,1,0,7
5,199,0,26,0,0,0,0,22,170,60,20,2,0,22
7,388,1,60,0,1,0,0,43,375,87,33,5,0,38
7,215,0,46,0,0,0,0,34,234,54,13,1,0,14
12,442,1,93,2,1,0,0,46,432,121,36,8,0,44
14,454,1,85,2,3,0,0,60,462,122,31,2,2,35
11,93,3,66,2,1,0,0,75,189,42,16,3,1,20
12,132,1,74,0,3,0,0,82,221,65,17,1,0,18
13,161,3,67,1,2,0,0,96,249,61,25,6,2,33
1,27,2,23,0,0,0,0,18,54,13,2,2,0,4
0,28,0,12,0,0,0,0,20,50,8,1,1,0,2
12,169,1,59,1,1,0,0,64,219,66,19,3,0,22
13,401,2,92,0,2,1,1,78,438,115,35,2,0,37
4,125,0,21,0,0,0,0,15,125,31,9,0,0,9
1,51,0,17,0,0,0,0,16,63,18,4,0,0,4
3,63,0,21,1,0,0,0,13,75,19,6,1,0,7
14,248,0,57,0,1,0,0,61,282,71,21,6,1,28
13,147,0,90,0,2,0,0,73,250,58,13,3,1,17
6,44,2,36,1,0,0,0,32,95,15,9,2,0,11
0,28,0,33,1,1,0,0,22,60,19,6,0,0,6
1,12,0,9,0,0,0,0,19,37,4,0,0,0,0
2,11,0,5,0,0,0,0,5,18,3,2,0,0,2
0,26,0,4,0,0,0,0,13,33,7,2,1,0,3
7,172,0,50,0,1,0,1,59,218,61,11,0,0,11
3,79,1,24,1,1,0,0,45,116,27,11,0,0,11
5,213,2,38,1,1,0,0,66,245,61,18,1,1,20
1,17,1,2,0,0,0,0,5,20,4,1,1,0,2
2,36,1,18,0,0,0,0,41,72,17,8,1,0,9
0,20,0,12,0,0,0,0,12,26,12,4,2,0,6
7,65,0,23,1,0,1,0,53,110,28,11,1,0,12
1,46,0,23,1,2,0,0,33,78,19,7,2,0,9
7,54,2,49,0,0,0,0,63,137,24,9,3,2,14
6,44,1,23,0,1,0,0,34,73,22,11,3,0,14
1,19,1,11,0,2,0,0,23,44,7,4,1,1,6
3,17,0,13,0,0,0,0,18,32,14,4,1,0,5
5,26,0,22,0,0,0,0,34,53,24,7,3,0,10
6,57,1,35,0,1,0,0,52,122,19,9,2,0,11
15,139,1,71,2,4,0,0,115,249,67,23,8,0,31
3,19,0,6,0,2,0,0,23,31,14,5,3,0,8
1,73,0,39,0,1,0,0,38,118,26,6,2,0,8
1,34,0,9,0,0,0,0,13,47,7,3,0,0,3
0,19,0,5,0,0,0,0,7,21,8,2,0,0,2
0,30,0,13,0,0,0,0,10,41,9,2,1,0,3
0,16,0,3,0,0,0,0,7,21,2,2,1,0,3
3,206,0,61,0,1,0,0,72,272,49,19,3,0,22
5,115,0,27,0,2,0,0,41,136,35,13,6,0,19
14,167,2,73,0,3,0,0,91,253,69,23,4,1,28
2,24,0,12,0,0,0,0,13,36,11,3,1,0,4
2,57,0,20,0,0,0,0,14,65,21,6,1,0,7
0,83,0,30,0,0,0,0,17,87,28,12,3,0,15
0,60,1,29,0,1,0,0,27,85,24,8,1,0,9
2,48,0,23,0,0,0,0,27,74,15,10,1,0,11
2,18,0,9,0,0,0,0,17,33,9,4,0,0,4
0,19,0,3,0,0,0,0,19,27,11,2,1,0,3
2,72,0,20,0,1,0,0,50,105,29,8,2,1,11
5,34,2,12,0,0,0,0,42,69,11,10,4,1,15
1,38,0,18,0,0,0,0,35,73,12,5,2,0,7
2,47,1,18,0,0,0,0,31,86,12,1,0,0,1
1,21,0,23,1,3,0,0,21,50,13,4,3,0,7
6,17,0,19,0,4,0,0,69,97,9,7,0,2,9
1,3,0,10,0,0,0,0,11,21,3,1,0,0,1
6,21,0,28,0,2,0,0,81,110,10,14,4,0,18
2,5,0,18,0,1,0,0,42,62,4,2,0,0,2
3,6,1,24,0,0,0,0,57,70,9,10,1,1,12
0,1,1,5,0,0,0,0,20,23,3,0,1,0,1
1,1,0,3,0,0,0,0,3,8,0,0,0,0,0
0,9,0,6,0,0,0,0,17,25,5,2,0,0,2
0,11,0,3,0,0,0,0,29,37,3,2,1,0,3
0,4,0,10,0,0,0,0,23,31,3,3,0,0,3
4,23,0,21,0,3,0,0,47,76,14,6,1,1,8
1,17,0,11,0,0,0,0,57,65,11,6,2,2,10
5,71,1,24,0,3,1,0,176,210,35,28,7,1,36
1,26,0,13,0,0,0,0,60,86,6,5,3,0,8
2,32,0,23,0,0,2,0,52,85,15,9,2,0,11
0,16,0,11,0,0,0,0,44,46,14,4,2,5,11
0,8,0,1,0,0,0,0,5,9,2,3,0,0,3
0,4,0,4,0,0,0,0,16,19,4,1,0,0,1
0,10,0,10,0,0,0,0,37,45,5,6,0,1,7
2,11,1,5,0,1,0,0,74,79,9,4,1,1,6
0,7,0,3,0,0,0,0,28,28,7,3,0,0,3
0,1,0,0,0,0,0,0,3,4,0,0,0,0,0
0,3,0,2,0,0,0,0,18,16,4,2,1,0,3
0,1,0,3,0,0,0,0,11,12,0,2,0,1,3
0,2,0,1,0,3,0,0,40,32,6,5,1,2,8
0,1,0,1,0,1,0,0,70,58,8,5,1,1,7
1,1,0,0,0,0,0,0,45,39,1,6,0,1,7
0,1,0,0,0,0,0,0,3,3,0,1,0,0,1
1,0,0,1,0,0,0,0,1,2,0,0,1,0,1
0,0,0,0,0,0,0,0,3,3,0,0,0,0,0
0,1,0,0,0,0,0,0,26,24,1,2,0,0,2
1,0,0,0,0,1,0,0,5,6,1,0,0,0,0
0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
0,1,1,0,2,0,0,0,14,13,2,2,1,0,3
1,0,0,2,0,0,0,0,0,3,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1,4,0,1,0,0,0,0,24,21,4,4,1,0,5
0,1,0,0,0,0,0,0,7,7,0,0,1,0,1
3,1,0,0,0,3,0,0,3,9,1,0,0,0,0
1,4,1,0,0,0,0,0,6,7,3,2,0,0,2
0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
4,2,0,2,0,1,0,0,14,20,2,1,0,0,1
28,22,1,10,1,0,0,0,4,50,10,6,0,0,6
19,9,1,6,2,0,0,0,1,26,10,1,1,0,2
36,28,4,13,2,1,0,0,15,61,20,14,4,0,18
3,10,2,0,0,0,0,0,7,11,9,1,1,0,2
33,35,3,6,1,1,0,0,6,46,29,10,0,0,10
57,246,9,38,5,0,0,0,17,240,107,25,0,0,25
5,14,0,3,0,0,0,0,1,19,3,1,0,0,1
8,3,0,4,0,0,0,0,3,10,6,2,0,0,2
0,1,0,2,0,0,0,0,0,3,0,0,0,0,0
4,1,1,4,2,0,0,0,6,13,2,3,0,0,3
2,1,1,1,0,1,1,0,14,9,7,3,0,2,5
0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,4,3,1,0,0,0,0
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
3,1,0,0,0,1,0,0,1,4,0,2,0,0,2
1,0,2,1,0,0,0,0,3,6,0,1,0,0,1
0,1,0,1,0,0,0,0,8,6,2,1,1,0,2
2,0,0,0,0,0,0,0,7,8,0,0,1,0,1
4,0,1,1,0,0,0,0,4,5,1,2,1,1,4
0,3,2,1,0,1,0,0,50,49,1,2,2,3,7
1,3,0,0,0,0,0,0,23,22,1,2,0,2,4
1,0,1,1,0,0,0,0,3,6,0,0,0,0,0
0,2,1,0,0,0,0,0,7,9,1,0,0,0,0
1,4,2,1,0,0,0,0,37,37,1,5,1,1,7
1,3,0,0,0,0,0,0,69,60,8,5,0,0,5
3,0,1,1,0,0,0,0,55,42,9,7,1,1,9
0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
0,0,1,0,0,0,0,0,1,1,0,1,0,0,1
0,1,0,1,0,0,0,0,14,13,2,0,1,0,1
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
0,2,0,0,1,1,0,0,8,7,3,2,0,0,2
0,0,0,0,0,0,0,0,5,5,0,0,0,0,0
0,0,0,1,0,0,0,0,2,3,0,0,0,0,0
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0,1,0,2,1,1,0,0,0,3,1,1,0,0,1
0,1,0,1,0,0,0,0,3,3,1,0,1,0,1
1,0,0,0,0,0,0,0,3,3,0,0,1,0,1
1,2,0,1,1,1,0,0,77,61,13,5,4,0,9
1,0,0,0,0,0,0,0,27,19,3,4,2,0,6
0,1,0,0,1,0,0,0,34,31,4,1,0,0,1
0,0,0,0,0,0,0,0,11,6,1,3,1,0,4
0,0,0,0,0,0,0,0,24,14,5,3,2,0,5
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
0,0,0,0,1,1,0,0,19,15,2,4,0,0,4
0,0,0,0,0,0,0,0,2,1,0,1,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
0,0,0,0,0,0,0,0,30,24,2,4,0,0,4
0,0,0,0,0,0,0,0,43,37,2,4,0,0,4
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,0,5,5,0,0,0,0,0
0,1,0,0,0,0,0,0,11,10,1,0,1,0,1
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1,0,1,0,0,0,0,0,0,2,0,0,0,0,0
0,0,0,0,0,0,0,0,3,3,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
0,1,0,0,0,0,0,0,7,5,2,1,0,0,1
0,1,0,0,0,0,0,0,1,2,0,0,0,0,0
3,1,0,0,0,0,1,0,0,4,1,0,0,0,0
2,0,0,0,0,0,0,0,3,4,1,0,0,0,0
0,1,0,0,0,0,0,0,1,2,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
3,5,0,2,1,0,0,0,11,17,5,0,0,0,0
2,1,0,0,0,0,0,0,4,5,1,1,0,0,1
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
6,1,0,0,2,0,0,0,3,8,2,2,0,0,2
3,0,0,0,0,2,0,0,6,7,2,1,0,1,2
1,0,0,0,1,0,0,0,11,8,4,0,0,1,1
2,0,0,0,0,0,0,0,11,10,2,1,0,0,1
2,0,0,0,0,0,0,0,3,5,0,0,0,0,0
0,1,0,0,0,0,0,0,1,2,0,0,0,0,0
0,0,0,0,0,0,0,0,34,29,2,0,3,0,3
0,1,0,1,1,0,0,0,9,9,1,2,0,0,2
0,0,0,1,0,0,0,0,1,2,0,0,0,0,0
0,2,0,0,0,0,0,0,2,4,0,0,0,0,0
0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2,0,0,0,0,1,0,0,13,12,3,0,1,0,1
1,2,0,1,0,0,0,0,9,9,1,1,1,1,3
3,2,0,0,0,0,0,0,18,16,5,2,0,0,2
1,0,0,0,0,0,0,0,2,2,0,1,0,0,1
0,0,0,0,0,1,0,0,2,2,0,0,0,1,1
0,0,0,2,0,1,0,0,0,3,0,0,0,0,0
0,0,0,1,2,0,0,0,11,12,1,1,0,0,1
0,2,1,1,0,0,0,0,93,72,10,9,5,1,15
1,1,0,0,1,0,0,0,100,78,7,16,1,1,18
1,0,0,0,1,1,0,0,1,3,0,1,0,0,1
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
0,2,0,0,0,0,0,0,10,11,1,0,0,0,0
1,0,0,0,0,0,0,0,1,1,1,0,0,0,0
0,0,0,0,0,0,0,0,3,2,0,0,1,0,1
0,0,1,0,1,0,0,0,13,13,0,0,1,1,2
0,0,0,0,1,0,0,0,1,2,0,0,0,0,0
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1,1,0,0,0,0,0,0,1,3,0,0,0,0,0
0,1,0,0,0,0,0,0,31,28,4,0,0,0,0
0,0,0,0,0,0,0,0,5,5,0,0,0,0,0
1,0,0,0,0,0,0,0,1,2,0,0,0,0,0
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
0,1,0,0,0,0,0,0,9,7,0,3,0,0,3
0,2,1,1,1,0,0,0,5,4,1,1,1,3,5
1,0,0,0,0,0,0,0,11,8,1,2,1,0,3
0,1,0,0,0,0,0,0,3,3,0,0,1,0,1
0,0,0,1,0,0,0,0,6,4,2,0,1,0,1
0,1,0,2,1,0,0,0,21,19,0,3,3,0,6
0,0,0,0,0,0,0,0,8,4,2,1,1,0,2
0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
0,0,0,0,1,0,0,0,12,10,1,2,0,0,2
0,1,0,0,0,0,0,0,7,8,0,0,0,0,0
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1,0,0,0,0,0,0,0,6,6,0,1,0,0,1
0,0,0,0,0,0,0,0,3,3,0,0,0,0,0
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
32,68,0,8,0,0,0,0,9,74,23,18,2,0,20
53,107,6,21,6,1,0,0,8,123,45,31,3,0,34
91,78,6,15,7,1,0,0,5,115,49,36,3,0,39
96,195,8,22,9,2,0,0,16,208,89,45,6,0,51
57,143,3,17,6,1,1,0,10,152,56,29,1,0,30
36,45,1,8,3,1,0,0,5,58,25,14,2,0,16
5,10,1,4,0,1,0,0,1,13,6,2,1,0,3
41,8,1,0,0,1,0,0,2,28,17,8,0,0,8
5,3,1,0,1,2,1,0,3,11,3,2,0,0,2
0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0,3,0,0,0,0,0,0,5,4,3,1,0,0,1
0,2,0,0,0,0,0,0,17,16,1,2,0,0,2
0,2,2,0,3,0,0,0,57,47,6,7,3,1,11
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1,0,0,0,0,0,0,0,1,2,0,0,0,0,0
0,2,0,0,0,0,0,0,2,1,2,0,1,0,1
0,1,0,0,0,0,0,0,1,2,0,0,0,0,0
0,1,0,0,2,0,0,0,32,30,2,1,2,0,3
0,0,0,0,0,0,0,0,6,6,0,0,0,0,0
0,0,1,1,0,1,0,0,3,4,1,0,0,1,1
0,0,0,0,0,0,0,0,2,1,0,1,0,0,1
8,3,0,0,1,0,0,0,3,11,3,1,0,0,1
0,1,0,0,0,1,0,0,1,3,0,0,0,0,0
0,1,0,1,0,0,0,0,1,2,1,0,0,0,0
1,1,1,0,0,0,0,0,1,2,0,1,1,0,2
3,1,0,2,0,0,0,0,4,5,2,2,0,1,3
0,1,0,2,0,1,1,0,2,7,0,0,0,0,0
4,1,0,0,0,1,0,0,1,4,2,1,0,0,1
1,0,0,2,0,1,0,0,2,6,0,0,0,0,0
0,1,0,0,0,1,0,0,4,6,0,0,0,0,0
0,0,0,0,0,0,0,0,2,1,0,0,1,0,1
0,0,0,0,0,0,0,0,4,3,1,0,0,0,0
0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
0,0,0,0,0,1,0,0,8,8,0,1,0,0,1
2,0,0,0,0,0,0,0,10,10,1,1,0,0,1
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
0,0,1,1,0,0,0,0,0,0,1,1,0,0,1
0,2,0,0,0,0,0,0,11,13,0,0,0,0,0
1,2,0,0,1,0,0,1,6,7,2,2,0,0,2
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
0,2,0,0,0,0,0,0,14,10,5,1,0,0,1
0,0,0,1,0,1,0,0,52,37,5,9,2,1,12
0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
0,0,0,0,0,0,0,0,6,3,0,3,0,0,3
0,0,0,0,0,0,0,0,3,2,0,0,1,0,1
0,0,0,0,1,0,0,0,7,6,1,1,0,0,1
0,0,0,0,0,0,0,0,17,9,4,4,0,0,4
1,1,0,2,0,1,0,0,21,20,2,4,0,0,4
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
3,3,0,0,0,0,0,1,6,9,0,2,2,0,4
1,1,0,1,0,0,0,0,0,3,0,0,0,0,0
6,1,0,0,0,0,0,0,2,3,3,1,2,0,3
2,5,0,1,1,0,0,0,27,24,6,4,2,0,6
0,2,0,1,0,0,0,0,3,4,0,1,1,0,2
1,0,0,0,0,0,0,0,10,9,2,0,0,0,0
0,2,1,0,0,0,0,0,11,11,2,1,0,0,1
0,0,1,1,1,0,0,0,2,3,0,1,1,0,2
0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
0,1,0,0,0,0,0,0,9,8,1,0,1,0,1
0,0,0,0,0,0,0,0,10,8,1,0,1,0,1
0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
0,0,0,0,0,0,0,0,2,1,0,0,0,1,1
1,0,0,0,0,0,0,0,2,3,0,0,0,0,0
0,5,0,1,0,0,0,0,17,20,2,0,0,1,1
0,0,0,0,1,1,0,0,2,3,1,0,0,0,0
7,15,1,3,0,0,0,0,58,60,11,8,4,1,13
1,4,0,0,0,0,0,0,23,23,3,2,0,0,2
1,3,0,0,0,0,0,0,5,6,1,2,0,0,2
1,5,0,0,0,0,0,0,3,5,2,1,1,0,2
0,2,0,0,0,0,0,0,2,4,0,0,0,0,0
11,16,1,2,0,0,0,0,4,21,7,3,2,1,6
5,5,0,1,0,0,0,0,0,10,0,1,0,0,1
33,30,2,4,1,6,3,0,3,64,13,5,0,0,5
0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2,7,0,2,0,0,0,0,8,14,2,3,0,0,3
0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
2,3,0,3,1,0,0,0,21,24,5,0,1,0,1
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,1,0,0,1,1,0,0,36,23,4,11,3,0,14
1,0,0,1,0,0,1,0,12,10,2,2,1,0,3
0,0,0,0,0,0,0,0,15,13,2,0,0,0,0
1,4,0,0,3,1,0,0,28,24,8,2,2,1,5
0,0,0,0,0,0,0,0,4,2,2,0,0,0,0
2,0,0,0,0,0,0,0,1,3,0,0,0,0,0
0,1,0,0,0,0,0,0,4,4,1,0,0,0,0
0,0,0,0,0,0,0,0,5,3,1,0,1,0,1
0,0,0,0,0,0,0,0,11,8,0,1,2,0,3
0,0,0,0,0,0,0,0,4,3,1,0,0,0,0
0,0,0,0,0,0,0,0,3,3,0,0,0,0,0
0,0,0,0,0,0,0,0,6,5,1,0,0,0,0
